id,resource_uri,created,name,pp,accuracy,description,modified,power,category
130,/api/v1/move/130/,2013-11-03T15:06:09.831904,Skull-bash,15,100,"Inflicts regular damage.  Raises the user's Defense by one stage.  User then charges for one turn before attacking.

This move cannot be selected by sleep-talk.",2013-12-24T15:24:30.420833,100,
131,/api/v1/move/131/,2013-11-03T15:06:09.834168,Spike-cannon,15,100,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",2013-12-24T15:24:30.425901,20,
132,/api/v1/move/132/,2013-11-03T15:06:09.836400,Constrict,35,100,Inflicts regular damage.  Has a 10% chance to lower the target's Speed by one stage.,2013-12-24T15:24:30.431626,10,
133,/api/v1/move/133/,2013-11-03T15:06:09.840530,Amnesia,20,0,Raises the user's Special Defense by two stages.,2013-12-24T15:24:30.437114,0,
134,/api/v1/move/134/,2013-11-03T15:06:09.842973,Kinesis,15,80,Lowers the target's accuracy by one stage.,2013-12-24T15:24:30.442603,0,
135,/api/v1/move/135/,2013-11-03T15:06:09.845162,Softboiled,10,0,Heals the user for half its max HP.,2013-12-24T15:24:30.448046,0,
136,/api/v1/move/136/,2013-11-03T15:06:09.847394,Hi-jump-kick,10,90,"Inflicts regular damage.  If this move misses, is blocked by protect or detect, or has no effect, the user takes half the damage it would have inflicted in recoil.  This recoil damage will not exceed half the user's max HP.

This move cannot be used while gravity is in effect.",2013-12-24T15:24:30.453669,130,
137,/api/v1/move/137/,2013-11-03T15:06:09.849701,Glare,30,90,Paralyzes the target.,2013-12-24T15:24:30.459203,0,
138,/api/v1/move/138/,2013-11-03T15:06:09.851842,Dream-eater,15,100,Fails if not used on a sleep Pokémon.  Inflicts regular damage.  Drains half the damage inflicted to heal the user.,2013-12-24T15:24:30.464564,100,
139,/api/v1/move/139/,2013-11-03T15:06:09.854222,Poison-gas,40,80,Poisons the target.,2013-12-24T15:24:30.470201,0,
140,/api/v1/move/140/,2013-11-03T15:06:09.856298,Barrage,20,85,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",2013-12-24T15:24:30.475566,15,
141,/api/v1/move/141/,2013-11-03T15:06:09.858324,Leech-life,15,100,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,2013-12-24T15:24:30.480914,20,
142,/api/v1/move/142/,2013-11-03T15:06:09.860315,Lovely-kiss,10,75,Puts the target to sleep.,2013-12-24T15:24:30.486408,0,
143,/api/v1/move/143/,2013-11-03T15:06:09.862446,Sky-attack,5,90,"Inflicts regular damage.  User charges for one turn before attacking.  Critical hit chance-chance is one level higher than normal.  Has a 30% chance to make the target flinch.

This move cannot be selected by sleep-talk.",2013-12-24T15:24:30.492235,140,
144,/api/v1/move/144/,2013-11-03T15:06:09.864479,Transform,10,0,"User copies the target's species, weight, type, ability, calculated stats (except HP), and moves.  Copied moves will all have 5 PP remaining.  IV are copied for the purposes of hidden-power, but stats are not recalculated.

choice-band, choice-scarf, and choice-specs stay in effect, and the user must select a new move.

This move cannot be copied by mirror-move, nor forced by encore.",2013-12-24T15:24:30.497965,0,
145,/api/v1/move/145/,2013-11-03T15:06:09.866672,Bubble,30,100,Inflicts regular damage.  Has a 10% chance to lower the target's Speed by one stage.,2013-12-24T15:24:30.504061,20,
146,/api/v1/move/146/,2013-11-03T15:06:09.868838,Dizzy-punch,10,100,Inflicts regular damage.  Has a 20% chance to confuse the target.,2013-12-24T15:24:30.509872,70,
147,/api/v1/move/147/,2013-11-03T15:06:09.871101,Spore,15,100,Puts the target to sleep.,2013-12-24T15:24:30.515358,0,
148,/api/v1/move/148/,2013-11-03T15:06:09.873290,Flash,20,100,Lowers the target's accuracy by one stage.,2013-12-24T15:24:30.520951,0,
149,/api/v1/move/149/,2013-11-03T15:06:09.875446,Psywave,15,80,"Inflicts typeless damage between 50% and 150% of the user's level, selected at random in increments of 10%.",2013-12-24T15:24:30.526801,1,
150,/api/v1/move/150/,2013-11-03T15:06:09.877523,Splash,40,0,"Does nothing.

This move cannot be used while gravity is in effect.",2013-12-24T15:24:30.532412,0,
151,/api/v1/move/151/,2013-11-03T15:06:09.879844,Acid-armor,40,0,Raises the user's Defense by two stages.,2013-12-24T15:24:30.538021,0,
152,/api/v1/move/152/,2013-11-03T15:06:09.882070,Crabhammer,10,90,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,2013-12-24T15:24:30.543666,90,
153,/api/v1/move/153/,2013-11-03T15:06:09.884192,Explosion,5,100,"User faint, even if the attack fail or miss.  Inflicts regular damage.",2013-12-24T15:24:30.549180,250,
154,/api/v1/move/154/,2013-11-03T15:06:09.886087,Fury-swipes,15,80,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",2013-12-24T15:24:30.554831,18,
155,/api/v1/move/155/,2013-11-03T15:06:09.888033,Bonemerang,10,90,Inflicts regular damage.  Hits twice in one turn.,2013-12-24T15:24:30.560456,50,
156,/api/v1/move/156/,2013-11-03T15:06:09.890102,Rest,10,0,"User falls to sleep and immediately regains all its HP.  If the user has another major status effect-effect, sleep will replace it.  The user will always wake up after two turns, or one turn with early-bird.

This move fail if the Pokémon cannot fall asleep due to uproar, insomnia, or vital-spirit.  It also fails if the Pokémon is at full health or is already asleep.",2013-12-24T15:24:30.565946,0,
157,/api/v1/move/157/,2013-11-03T15:06:09.892179,Rock-slide,10,90,Inflicts regular damage.  Has a 30% chance to make the target flinch.,2013-12-24T15:24:30.571451,75,
158,/api/v1/move/158/,2013-11-03T15:06:09.894176,Hyper-fang,15,90,Inflicts regular damage.  Has a 10% chance to make the target flinch.,2013-12-24T15:24:30.576914,80,
159,/api/v1/move/159/,2013-11-03T15:06:09.896215,Sharpen,30,0,Raises the user's Attack by one stage.,2013-12-24T15:24:30.582366,0,
160,/api/v1/move/160/,2013-11-03T15:06:09.898830,Conversion,30,0,"User's type changes to the type of one of its moves, selected at random.  hidden-power and weather-ball are treated as normal.  Only moves with a different type are eligible, and curse is never eligible.  If the user has no suitable moves, this move will fail.",2013-12-24T15:24:30.587825,0,
161,/api/v1/move/161/,2013-11-03T15:06:09.900957,Tri-attack,10,100,"Inflicts regular damage.  Has a 20% chance to burn, freeze, or paralyze the target.  One of these effects is selected at random; they do not each have independent chances to occur.",2013-12-24T15:24:30.593380,80,
162,/api/v1/move/162/,2013-11-03T15:06:09.902903,Super-fang,10,90,Inflicts typeless damage equal to half the target's remaining HP.,2013-12-24T15:24:30.598912,1,
163,/api/v1/move/163/,2013-11-03T15:06:09.904883,Slash,20,100,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,2013-12-24T15:24:30.604320,70,
164,/api/v1/move/164/,2013-11-03T15:06:09.907112,Substitute,10,0,"Transfers 1/4 the user's max HP into a doll that absorbs damage and causes most negative move effects to fail.  If the user leaves the field, the doll will vanish.  If the user cannot pay the HP cost, this move will fail.

The doll takes damage as normal, using the user's stats and types, and will break when its HP reaches zero.  Self-inflicted damage from confusion or recoil is not absorbed.  Healing effects from opponents ignore the doll and heal the user as normal.  Moves that work based on the user's HP still do so; the doll's HP does not influence any move.

The doll will block major status effect-effects, confusion, and flinch.  The effects of smelling-salts and wake-up-slap do not trigger against a doll, even if the Pokémon behind the doll has the appropriate major status effect-effect.  Multi-turn trapping moves like wrap will hit the doll for their regular damage, but the multi-turn trapping and damage effects will not activate.

Moves blocked or damage absorbed by the doll do not count as hitting the user or inflicting damage for any effects that respond to such, e.g., avalanche, counter, or a rowap-berry.  magic-coat still works as normal, even against moves the doll would block.  Opposing Pokémon that damage the doll with a leech move like absorb are healed as normal.

It will also block acupressure, block, the curse effect of curse, dream-eater, embargo, flatter, gastro-acid, grudge, heal-block, leech-seed, lock-on, mean-look, mimic, mind-reader, nightmare, pain-split, psycho-shift, spider-web, sketch, swagger, switcheroo, trick, worry-seed, and yawn.  A Pokémon affected by yawn before summoning the doll will still fall to sleep.

The doll blocks intimidate, but all other abilities act as though the doll did not exist.  If the user has an ability that absorbs moves of a certain type for HP (such as volt-absorb absorbing thunder-wave), such moves will not be blocked.

life-orb and berries that cause confusion still work as normal, but their respective HP loss and confusion are absorbed/blocked by the doll.

The user is still vulnerable to damage inflicted when entering or leaving the field, such as by pursuit or spikes; however, the doll will block the poison effect of toxic-spikes.

The doll is passed on by baton-pass.  It keeps its existing HP, but uses the replacement Pokémon's stats and types for damage calculation.

All other effects work as normal.",2013-12-24T15:24:30.610108,0,
165,/api/v1/move/165/,2013-11-03T15:06:09.909189,Struggle,0,0,"Inflicts typeless regular damage.  User takes 1/4 its max HP in recoil.  Ignores accuracy and evasion modifiers.

This move is used automatically when a Pokémon cannot use any other move legally, e.g., due to having no PP remaining or being under the effect of both encore and torment at the same time.

This move's recoil is not treated as recoil for the purposes of anything that affects recoil, such as the ability rock-head.  It also is not prevented by magic-guard.

This move cannot be copied by mimic, mirror-move, or sketch, nor selected by assist or metronome, nor forced by encore.",2013-12-24T15:24:30.619096,50,
166,/api/v1/move/166/,2013-11-03T15:06:09.911246,Sketch,1,0,"Permanently replaces itself with the target's last used move.  If that move is chatter or struggle, this move will fail.

This move cannot be copied by mimic or mirror-move, nor selected by assist or metronome, nor forced by encore.",2013-12-24T15:24:30.623928,0,
167,/api/v1/move/167/,2013-11-03T15:06:09.913482,Triple-kick,10,90,"Inflicts regular damage.  Hits three times in the same turn.  The second hit has double power, and the third hit has triple power.  Each hit has a separate accuracy check, and this move stops if a hit misses.

skill-link does not apply.",2013-12-24T15:24:30.629421,10,
168,/api/v1/move/168/,2013-11-03T15:06:09.915578,Thief,10,100,"Inflicts regular damage.  If the target is holding an item and the user is not, the user will permanently take the item.  Damage is still inflicted if an item cannot be taken.

Pokémon with sticky-hold or multitype are immune to the item theft effect.

The target cannot recover its item with recycle.

This move cannot be selected by assist or metronome.",2013-12-24T15:24:30.634924,40,
169,/api/v1/move/169/,2013-11-03T15:06:09.917913,Spider-web,10,0,"The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.

The target may still escape by using baton-pass, u-turn, or a shed-shell.

Both the user and the target pass on this effect with baton-pass.",2013-12-24T15:24:30.640437,0,
170,/api/v1/move/170/,2013-11-03T15:06:09.920038,Mind-reader,5,0,"If the user targets the same target again before the end of the next turn, the move it uses is guaranteed to hit.  This move itself also ignores accuracy and evasion modifiers.

One-hit KO moves are also guaranteed to hit, as long as the user is equal or higher level than the target.  This effect also allows the user to hit Pokémon that are off the field due to moves such as dig or fly.

If the target uses detect or protect while under the effect of this move, the user is not guaranteed to hit, but has a (100 - accuracy)% chance to break through the protection.

This effect is passed on by baton-pass.",2013-12-24T15:24:30.645898,0,
171,/api/v1/move/171/,2013-11-03T15:06:09.922170,Nightmare,15,100,"Only works on sleep Pokémon.  Gives the target a nightmare, damaging it for 1/4 its max HP every turn.  If the target wakes up or leaves the field, this effect ends.",2013-12-24T15:24:30.651416,0,
172,/api/v1/move/172/,2013-11-03T15:06:09.924206,Flame-wheel,25,100,"Inflicts regular damage.  Has a 10% chance to burn the target.  Frozen Pokémon may use this move, in which case they will thaw.",2013-12-24T15:24:30.656939,60,
173,/api/v1/move/173/,2013-11-03T15:06:09.926231,Snore,15,100,Only usable if the user is sleep.  Inflicts regular damage.  Has a 30% chance to make the target flinch.,2013-12-24T15:24:30.662227,40,
174,/api/v1/move/174/,2013-11-03T15:06:09.930320,Curse,10,0,"If the user is a ghost: user pays half its max HP to place a curse on the target, damaging it for 1/4 its max HP every turn.
Otherwise: Lowers the user's Speed by one stage, and raises its Attack and Defense by one stage each.

The curse effect is passed on by baton-pass.

This move cannot be copied by mirror-move.",2013-12-24T15:24:30.667884,0,
175,/api/v1/move/175/,2013-11-03T15:06:09.932580,Flail,15,100,"Inflicts regular damage.  Power varies inversely with the user's proportional remaining HP.

64 * current HP / max HP | Power
-----------------------: | ----:
 0– 1                    |  200
 2– 5                    |  150
 6–12                    |  100
13–21                    |   80
22–42                    |   40
43–64                    |   20
",2013-12-24T15:24:30.673335,1,
176,/api/v1/move/176/,2013-11-03T15:06:09.934789,Conversion-2,30,0,"Changes the user's type to a type either resistant or immune to the last damaging move that hit it.  The new type is selected at random and cannot be a type the user already is.  If there is no eligible new type, this move will fail.",2013-12-24T15:24:30.678997,0,
177,/api/v1/move/177/,2013-11-03T15:06:09.936861,Aeroblast,5,95,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,2013-12-24T15:24:30.684979,100,
178,/api/v1/move/178/,2013-11-03T15:06:09.938945,Cotton-spore,40,100,Lowers the target's Speed by two stages.,2013-12-24T15:24:30.690999,0,
179,/api/v1/move/179/,2013-11-03T15:06:09.941066,Reversal,15,100,"Inflicts regular damage.  Power varies inversely with the user's proportional remaining HP.

64 * current HP / max HP | Power
-----------------------: | ----:
 0– 1                    |  200
 2– 5                    |  150
 6–12                    |  100
13–21                    |   80
22–42                    |   40
43–64                    |   20
",2013-12-24T15:24:30.697076,1,
180,/api/v1/move/180/,2013-11-03T15:06:09.943076,Spite,10,100,"Lowers the PP of the target's last used move by 4.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed, or if its last used move has 0 PP remaining, this move will fail.",2013-12-24T15:24:30.703008,0,
181,/api/v1/move/181/,2013-11-03T15:06:09.945048,Powder-snow,25,100,Inflicts regular damage.  Has a 10% chance to freeze the target.,2013-12-24T15:24:30.708266,40,
182,/api/v1/move/182/,2013-11-03T15:06:09.947271,Protect,10,0,"No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.

If the user successfully used detect, endure, protect, quick-guard, or wide-guard on the last turn, this move has a 50% chance to fail.

lock-on, mind-reader, and no-guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn-drill, and sheer-cold); those are always blocked by this move.

thunder during rain-dance and blizzard during hail have a 30% chance to break through this move.

The following effects are not prevented by this move:

* acupressure from an ally
* curse's curse effect
* Delayed damage from doom-desire and future-sight; however, these moves will be prevented if they are used this turn
* feint, which will also end this move's protection after it hits
* imprison
* perish-song
* shadow-force
* Moves that merely copy the user, such as transform or psych-up

This move cannot be selected by assist or metronome.",2013-12-24T15:24:30.714781,0,
183,/api/v1/move/183/,2013-11-03T15:06:09.949257,Mach-punch,30,100,Inflicts regular damage.,2013-12-24T15:24:30.720679,40,
184,/api/v1/move/184/,2013-11-03T15:06:09.951324,Scary-face,10,100,Lowers the target's Speed by two stages.,2013-12-24T15:24:30.726471,0,
185,/api/v1/move/185/,2013-11-03T15:06:09.953330,Faint-attack,20,0,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,2013-12-24T15:24:30.732300,60,
186,/api/v1/move/186/,2013-11-03T15:06:09.955282,Sweet-kiss,10,75,Confuse the target.,2013-12-24T15:24:30.738153,0,
187,/api/v1/move/187/,2013-11-03T15:06:09.957480,Belly-drum,10,0,"User pays half its max HP to raise its Attack to +6 stages.  If the user cannot pay the HP cost, this move will fail.",2013-12-24T15:24:30.744524,0,
188,/api/v1/move/188/,2013-11-03T15:06:09.960309,Sludge-bomb,10,100,Inflicts regular damage.  Has a 30% chance to poison the target.,2013-12-24T15:24:30.749571,90,
189,/api/v1/move/189/,2013-11-03T15:06:09.966740,Mud-slap,10,100,Inflicts regular damage.  Has a 100% chance to lower the target's accuracy by one stage.,2013-12-24T15:24:30.755443,20,
190,/api/v1/move/190/,2013-11-03T15:06:09.969245,Octazooka,10,85,Inflicts regular damage.  Has a 50% chance to lower the target's accuracy by one stage.,2013-12-24T15:24:30.761041,65,
191,/api/v1/move/191/,2013-11-03T15:06:09.974347,Spikes,20,0,"Scatters spikes around the opposing field, which damage opposing Pokémon that enter the field for 1/8 of their max HP.  Pokémon immune to ground moves are immune to this damage, except during gravity.  Up to three layers of spikes may be laid down, adding 1/16 to the damage done: two layers of spikes damage for 3/16 max HP, and three layers damage for 1/4 max HP.

wonder-guard does not block damage from this effect.

rapid-spin removes this effect from its user's side of the field.  defog removes this effect from its target's side of the field.",2013-12-24T15:24:30.767076,0,
192,/api/v1/move/192/,2013-11-03T15:06:09.976707,Zap-cannon,5,50,Inflicts regular damage.  Has a 100% chance to paralyze the target.,2013-12-24T15:24:30.772323,120,
193,/api/v1/move/193/,2013-11-03T15:06:09.978895,Foresight,40,0,Resets the target's evasion to normal and prevents any further boosting until the target leaves the field.  A ghost under this effect takes normal damage from normal and fighting moves.  This move itself ignores accuracy and evasion modifiers.,2013-12-24T15:24:30.778438,0,
194,/api/v1/move/194/,2013-11-03T15:06:09.981367,Destiny-bond,5,0,"If the user faints before its next move, the Pokémon that faint it will automatically faint.  End-of-turn damage is ignored.

This move cannot be selected by assist or metronome.",2013-12-24T15:24:30.783978,0,
195,/api/v1/move/195/,2013-11-03T15:06:09.983749,Perish-song,5,0,"Every Pokémon is given a counter that starts at 3 and decreases by 1 at the end of every turn, including this one.  When a Pokémon's counter reaches zero, that Pokémon faint.  A Pokémon that leaves the field will lose its counter; its replacement does not inherit the effect, and other Pokémon's counters remain.

This effect is passed on by baton-pass.

This move cannot be copied by mirror-move.",2013-12-24T15:24:30.789751,0,
196,/api/v1/move/196/,2013-11-03T15:06:09.985767,Icy-wind,15,95,Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.,2013-12-24T15:24:30.795265,55,
197,/api/v1/move/197/,2013-11-03T15:06:09.988523,Detect,5,0,"No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.

If the user successfully used detect, endure, protect, quick-guard, or wide-guard on the last turn, this move has a 50% chance to fail.

lock-on, mind-reader, and no-guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn-drill, and sheer-cold); those are always blocked by this move.

thunder during rain-dance and blizzard during hail have a 30% chance to break through this move.

The following effects are not prevented by this move:

* acupressure from an ally
* curse's curse effect
* Delayed damage from doom-desire and future-sight; however, these moves will be prevented if they are used this turn
* feint, which will also end this move's protection after it hits
* imprison
* perish-song
* shadow-force
* Moves that merely copy the user, such as transform or psych-up

This move cannot be selected by assist or metronome.",2013-12-24T15:24:30.801704,0,
198,/api/v1/move/198/,2013-11-03T15:06:09.990615,Bone-rush,10,90,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",2013-12-24T15:24:30.807436,25,
199,/api/v1/move/199/,2013-11-03T15:06:09.992610,Lock-on,5,0,"If the user targets the same target again before the end of the next turn, the move it uses is guaranteed to hit.  This move itself also ignores accuracy and evasion modifiers.

One-hit KO moves are also guaranteed to hit, as long as the user is equal or higher level than the target.  This effect also allows the user to hit Pokémon that are off the field due to moves such as dig or fly.

If the target uses detect or protect while under the effect of this move, the user is not guaranteed to hit, but has a (100 - accuracy)% chance to break through the protection.

This effect is passed on by baton-pass.",2013-12-24T15:24:30.813694,0,
200,/api/v1/move/200/,2013-11-03T15:06:09.994670,Outrage,10,100,"Inflicts regular damage.  User is forced to attack with this move for 2–3 turns,selected at random.  After the last hit, the user becomes confused.

safeguard does not protect against the confusion from this move.",2013-12-24T15:24:30.819312,120,
201,/api/v1/move/201/,2013-11-03T15:06:09.996725,Sandstorm,10,0,"Changes the weather to a sandstorm for five turns.  Pokémon that are not ground, rock, or steel take 1/16 their max HP at the end of every turn.  Every rock Pokémon's original Special Defense is raised by 50% for the duration of this effect.

solar-beam's power is halved.

moonlight, morning-sun, and synthesis only heal 1/4 the user's max HP.",2013-12-24T15:24:30.827970,0,
202,/api/v1/move/202/,2013-11-03T15:06:09.998962,Giga-drain,10,100,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,2013-12-24T15:24:30.833611,75,
203,/api/v1/move/203/,2013-11-03T15:06:10.001104,Endure,10,0,"The user's HP cannot be lowered below 1 by any means for the remainder of this turn.

If the user successfully used detect, endure, protect, quick-guard, or wide-guard on the last turn, this move has a 50% chance to fail.

This move cannot be selected by assist or metronome.",2013-12-24T15:24:30.840067,0,
204,/api/v1/move/204/,2013-11-03T15:06:10.003193,Charm,20,100,Lowers the target's Attack by two stages.,2013-12-24T15:24:30.845495,0,
205,/api/v1/move/205/,2013-11-03T15:06:10.005353,Rollout,20,90,"Inflicts regular damage.  User is forced to use this move for five turns.  Power doubles every time this move is used in succession to a maximum of 16x, and resets to normal after the lock-in ends.  If this move misses or becomes unusable, the lock-in ends.

If the user has used defense-curl since entering the field, this move has double power.",2013-12-24T15:24:30.852045,30,
206,/api/v1/move/206/,2013-11-03T15:06:10.007961,False-swipe,40,100,Inflicts regular damage.  Will not reduce the target's HP below 1.,2013-12-24T15:24:30.858213,40,
207,/api/v1/move/207/,2013-11-03T15:06:10.010063,Swagger,15,90,"Raises the target's Attack by two stages, then confuses it.  If the target's Attack cannot be raised by two stages, the confusion is not applied.",2013-12-24T15:24:30.864802,0,
208,/api/v1/move/208/,2013-11-03T15:06:10.012161,Milk-drink,10,0,Heals the user for half its max HP.,2013-12-24T15:24:30.870729,0,
209,/api/v1/move/209/,2013-11-03T15:06:10.014216,Spark,20,100,Inflicts regular damage.  Has a 30% chance to paralyze the target.,2013-12-24T15:24:30.876790,65,
210,/api/v1/move/210/,2013-11-03T15:06:10.018148,Fury-cutter,20,95,"Inflicts regular damage.  Power doubles after every time this move is used, whether consecutively or not, maxing out at 16x.  If this move misses or the user leaves the field, power resets.",2013-12-24T15:24:30.883548,20,
211,/api/v1/move/211/,2013-11-03T15:06:10.020577,Steel-wing,25,90,Inflicts regular damage. Has a 10% chance to raise the user's Defense one stage.,2013-12-24T15:24:30.889797,70,
212,/api/v1/move/212/,2013-11-03T15:06:10.022980,Mean-look,5,0,"The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.

The target may still escape by using baton-pass, u-turn, or a shed-shell.

Both the user and the target pass on this effect with baton-pass.",2013-12-24T15:24:30.895681,0,
213,/api/v1/move/213/,2013-11-03T15:06:10.025895,Attract,15,100,"Causes the target to fall in love with the user, giving it a 50% chance to do nothing each turn.  If the user and target are the same gender, or either is genderless, this move will fail.  If either Pokémon leaves the field, this effect ends.",2013-12-24T15:24:30.901816,0,
214,/api/v1/move/214/,2013-11-03T15:06:10.028243,Sleep-talk,10,0,"Only usable if the user is sleep.  Randomly selects and uses one of the user's other three moves.  Use of the selected move requires and costs 0 PP.

This move will not select assist, bide, bounce, chatter, copycat, dig, dive, fly, focus-punch, me-first, metronome, mirror-move, shadow-force, skull-bash, sky-attack, sky-drop, sleep-talk, solar-beam, razor-wind, or uproar.

If the selected move requires a recharge turn—i.e., one of blast-burn, frenzy-plant, giga-impact, hydro-cannon, hyper-beam, roar-of-time, or rock-wrecker—and the user is still sleep next turn, then it's forced to use this move again and pay another PP for the recharge turn.

This move cannot be copied by mirror-move, nor selected by assist, metronome, or sleep-talk.",2013-12-24T15:24:30.907599,0,
215,/api/v1/move/215/,2013-11-03T15:06:10.030466,Heal-bell,5,0,Removes major status effects-effects and confusion from every Pokémon in the user's party.,2013-12-24T15:24:30.913056,0,
216,/api/v1/move/216/,2013-11-03T15:06:10.032708,Return,20,100,"Inflicts regular damage.  Power increases with happiness, given by `happiness * 2 / 5`, to a maximum of 102.  Power bottoms out at 1.",2013-12-24T15:24:30.919095,1,
217,/api/v1/move/217/,2013-11-03T15:06:10.038491,Present,15,90,"Randomly uses one of the following effects.

Effect                                             | Chance
-------------------------------------------------- | -----:
Inflicts regular damage with 40 power  |    40%
Inflicts regular damage with 80 power  |    30%
Inflicts regular damage with 120 power |    10%
Heals the target for 1/4 its max HP    |    20%

On average, this move inflicts regular damage with 52 power and heals the target for 1/20 its max HP.",2013-12-24T15:24:30.924778,1,
218,/api/v1/move/218/,2013-11-03T15:06:10.041357,Frustration,20,100,"Inflicts regular damage.  Power increases inversely with happiness, given by `(255 - happiness) * 2 / 5`, to a maximum of 102.  Power bottoms out at 1.",2013-12-24T15:24:30.930481,1,
219,/api/v1/move/219/,2013-11-03T15:06:10.043889,Safeguard,25,0,"Protects Pokémon on the user's side of the field from major status effects and confusion for five turns.  Does not cancel existing ailments.  This effect remains even if the user leaves the field.

If yawn is used while this move is in effect, it will immediately fail.

defog used by an opponent will end this effect.

This effect does not prevent the confusion caused by outrage, petal-dance, or thrash.",2013-12-24T15:24:30.936176,0,
220,/api/v1/move/220/,2013-11-03T15:06:10.046313,Pain-split,20,0,"Changes the user's and target's remaining HP to the average of their current remaining HP.  Ignores accuracy and evasion modifiers.  This effect does not count as inflicting damage for other moves and effects that respond to damage taken.

This effect fail against a substitute.",2013-12-24T15:24:30.941892,0,
221,/api/v1/move/221/,2013-11-03T15:06:10.048630,Sacred-fire,5,95,"Inflicts regular damage.  Has a 50% chance to burn the target.  Frozen Pokémon may use this move, in which case they will thaw.",2013-12-24T15:24:30.947856,100,
222,/api/v1/move/222/,2013-11-03T15:06:10.053787,Magnitude,30,100,"Inflicts regular damage.  Power is selected at random between 10 and 150, with an average of 71:

Magnitude | Power | Chance
--------: | ----: | -----:
        4 |    10 |     5%
        5 |    30 |    10%
        6 |    50 |    20%
        7 |    70 |    30%
        8 |    90 |    20%
        9 |   110 |    10%
       10 |   150 |     5%

This move has double power against Pokémon currently underground due to dig.",2013-12-24T15:24:30.953706,1,
223,/api/v1/move/223/,2013-11-03T15:06:10.056362,Dynamicpunch,5,50,Inflicts regular damage.  Has a 100% chance to confuse the target.,2013-12-24T15:24:30.959241,100,
224,/api/v1/move/224/,2013-11-03T15:06:10.059048,Megahorn,10,85,Inflicts regular damage.,2013-12-24T15:24:30.964751,120,
225,/api/v1/move/225/,2013-11-03T15:06:10.064026,Dragonbreath,20,100,Inflicts regular damage.  Has a 30% chance to paralyze the target.,2013-12-24T15:24:30.970578,60,
226,/api/v1/move/226/,2013-11-03T15:06:10.066865,Baton-pass,40,0,"User switches out, and the trainer selects a replacement Pokémon from the party.  Stat changes, confusion, and persistent move effects are passed along to the replacement Pokémon.

The following move effects are passed:

* aqua-ring
* both the user's and target's effect of block, mean-look, and spider-web
* the curse effect of curse
* embargo
* focus-energy or an activated lansat-berry
* gastro-acid
* ingrain
* being sapped by leech-seed
* being targeted by lock-on or mind-reader
* magnet-rise
* perish-song's counter
* power-trick
* substitute; the doll's HP is unchanged

The replacement Pokémon does not trigger effects that respond to Pokémon switching in.",2013-12-24T15:24:30.977146,0,
227,/api/v1/move/227/,2013-11-03T15:06:10.069504,Encore,5,100,"The next 4–8 times (selected at random) the target attempts to move, it is forced to repeat its last used move.  If the selected move allows the trainer to select a target, an opponent will be selected at random each turn.  If the target is prevented from using the selected move by some other effect, struggle will be used instead.  This effect ends if the selected move runs out of PP.

If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed, if it does not know the selected move, or if the selected move has 0 PP remaining, this move will fail.  If the target's last used move was encore, mimic, mirror-move, sketch, struggle, or transform, this move will fail.",2013-12-24T15:24:30.983181,0,
228,/api/v1/move/228/,2013-11-03T15:06:10.072145,Pursuit,20,100,"Inflicts regular damage.  If the target attempts to switch out this turn before the user acts, this move hits the target before it leaves and has double power.

This effect can still hit a Pokémon that switches out when it has a substitute up or when an ally has used follow-me.",2013-12-24T15:24:30.989431,40,
229,/api/v1/move/229/,2013-11-03T15:06:10.074633,Rapid-spin,40,100,"Inflicts regular damage.  Removes leech-seed from the user, frees the user from bind, clamp, fire-spin, magma-storm, sand-tomb, whirlpool, and wrap, and clears spikes, stealth-rock, and toxic-spikes from the user's side of the field.  If this move misses or has no effect, its effect doesn't activate.",2013-12-24T15:24:30.995173,20,
